"","Name","Platform","Year_of_Release","Genre","Publisher","NA_players","EU_players","JP_players","Other_players","Global_players","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating"
"7654","Gladius","PS2","2003","Strategy","Activision",1e+06,8e+05,0,3e+05,2e+05,78,27,8,22,"LucasArts","T"
"7655","Earth Defense Force: Insect Armageddon","PS3","2011","Shooter","D3Publisher",6e+05,4e+05,8e+05,2e+05,2e+05,63,28,7,24,"Vicious Cycle","T"
"7656","Dave Mirra Freestyle BMX 2","XB","2001","Sports","Acclaim Entertainment",1500000,4e+05,0,1e+05,2e+05,76,18,8.2,6,"Z-Axis, Ltd.","T"
"7658","SpongeBob SquarePants: Revenge of the Flying Dutchman","GC","2002","Platform","THQ",1500000,4e+05,0,1e+05,2e+05,66,4,8.3,10,"Big Sky Software","E"
"7660","Taiko Drum Master","PS2","2004","Misc","Namco Bandai Games",1e+06,8e+05,0,3e+05,2e+05,77,35,8.1,8,"Namco","E"
"7664","Dungeon Hunter Alliance","PSV","2012","Action","Ubisoft",7e+05,9e+05,0,3e+05,2e+05,49,34,6.4,61,"Ubisoft","T"
"7665","Forgotten Realms: Demon Stone","PS2","2004","Action","Atari",1e+06,8e+05,0,3e+05,2e+05,71,40,6.8,18,"Stormfront Studios","T"
"7667","Soldier of Fortune: Payback","X360","2007","Shooter","Activision",1800000,0,0,2e+05,2e+05,50,35,5.6,20,"Cauldron Ltd.","M"
"7668","Afro Samurai","PS3","2009","Action","Atari",1200000,5e+05,0,3e+05,2e+05,65,52,6.1,27,"Namco Bandai Games America, Namco Bandai Games","M"
"7675","Silent Hill: Book of Memories","PSV","2012","Action","Konami Digital Entertainment",1e+06,5e+05,0,4e+05,2e+05,58,57,5.1,102,"WayForward","M"
"7676","Playboy: The Mansion","PS2","2005","Simulation","Ubisoft",1e+06,8e+05,0,3e+05,2e+05,59,33,7.5,18,"Cyberlore Studios","M"
"7680","Baja: Edge of Control","X360","2008","Racing","THQ",1200000,6e+05,0,2e+05,2e+05,65,35,7.1,18,"2XL Games","E"
"7681","Tiger Woods PGA Tour 06","PSP","2005","Sports","Electronic Arts",1800000,0,0,1e+05,2e+05,80,15,7.9,8,"Team Fusion","E"
"7684","Bleach: The 3rd Phantom","DS","2008","Role-Playing","Sega",1e+06,2e+05,7e+05,1e+05,2e+05,59,28,8,10,"Sega, Tom Create","T"
"7686","MC Groovz Dance Craze","GC","2004","Misc","Mad Catz",1500000,4e+05,0,1e+05,2e+05,42,8,6.8,9,"Mad Catz","E"
"7687","The Thing","XB","2002","Adventure","Vivendi Games",1500000,4e+05,0,1e+05,2e+05,78,21,6.6,14,"Computer Artworks","M"
"7690","Untold Legends: Dark Kingdom","PS3","2006","Role-Playing","Electronic Arts",1400000,2e+05,2e+05,2e+05,2e+05,58,40,7.2,36,"Sony Online Entertainment","T"
"7693","Plants vs. Zombies","PS3","2011","Strategy","PopCap Games",1800000,0,0,2e+05,2e+05,85,8,7.9,60,"PopCap","E10+"
"7694","Baldur's Gate: Dark Alliance","XB","2002","Role-Playing","Virgin Interactive",1500000,4e+05,0,1e+05,2e+05,83,25,8.3,26,"Snowblind Studios","T"
"7695","Prince of Persia: Warrior Within","GC","2004","Action","Ubisoft",1500000,4e+05,0,1e+05,2e+05,83,31,8.6,20,"Ubisoft","M"
"7699","Warriors Orochi","X360","2007","Action","Tecmo Koei",1700000,1e+05,0,2e+05,2e+05,53,27,7.4,13,"Omega Force","T"
"7700","Predator: Concrete Jungle","PS2","2005","Action","Vivendi Games",1e+06,7e+05,0,3e+05,2e+05,47,14,8.8,76,"Eurocom Entertainment Software","M"
"7702","Arcana Heart 3","PS3","2011","Fighting","PQube",4e+05,4e+05,1e+06,2e+05,2e+05,73,10,7.5,27,"Examu","T"
"7703","X-Men Origins: Wolverine","DS","2009","Action","Activision",1500000,3e+05,0,2e+05,2e+05,55,8,8.1,8,"Griptonite Games","E10+"
"7704","Big Mutha Truckers 2","PS2","2005","Racing","Xplosiv",1e+06,7e+05,0,3e+05,2e+05,51,26,2.1,9,"Eutechnyx","M"
"7705","Armored Core 4","PS3","2006","Simulation","505 Games",9e+05,0,9e+05,1e+05,2e+05,65,36,6.8,25,"From Software","T"
"7707","Solatorobo: Red the Hunter","DS","2010","Role-Playing","Nintendo",8e+05,4e+05,7e+05,1e+05,2e+05,76,40,7.9,23,"CyberConnect2","E10+"
"7708","NHL FaceOff 2001","PS2","2001","Sports","Sony Computer Entertainment",1e+06,7e+05,0,2e+05,2e+05,57,11,4,4,"989 Sports","E"
"7709","Mana Khemia 2: Fall of Alchemy","PS2","2008","Role-Playing","Gust",7e+05,5e+05,5e+05,2e+05,2e+05,70,12,8.2,17,"Gust","T"
"7710","The Great Escape","PS2","2003","Action","SCi",1e+06,7e+05,0,2e+05,2e+05,57,19,8,21,"Pivotal Games","T"
"7715","Big Mutha Truckers","XB","2002","Racing","Empire Interactive",1500000,4e+05,0,1e+05,190000,59,12,4.3,9,"Eutechnyx","T"
"7716","Way of the Samurai 4","PS3","2011","Action","Nippon Ichi Software",0,3e+05,1600000,1e+05,190000,58,25,6.5,15,"Acquire","M"
"7718","The Hobbit","GBA","2003","Platform","Vivendi Games",1400000,5e+05,0,0,190000,67,6,9.2,17,"Saffire","E"
"7719","The King of Fighters XI","PS2","2006","Fighting","Ignition Entertainment",7e+05,6e+05,4e+05,2e+05,190000,75,30,8.5,15,"SNK Playmore","T"
"7720","Tom Clancy's Splinter Cell: Essentials","PSP","2006","Shooter","Ubisoft",1700000,1e+05,0,2e+05,190000,58,37,7.5,39,"Ubisoft","M"
"7724","Major League Baseball 2K12","PS3","2012","Sports","Take-Two Interactive",1800000,0,0,2e+05,190000,68,8,4.4,5,"Visual Concepts","E"
"7725","Family Guy","PSP","2006","Action","Take-Two Interactive",1800000,0,0,2e+05,190000,51,14,6.3,15,"High Voltage Software","M"
"7727","Sniper Elite","PS2","2005","Shooter","Ubisoft",1e+06,7e+05,0,2e+05,190000,76,21,8.9,36,"Rebellion","M"
"7730","Harry Potter and the Goblet of Fire","PSP","2005","Action","Electronic Arts",1700000,0,0,2e+05,190000,70,13,7.4,16,"Electronic Arts","E10+"
"7733","Breath of Fire II","GBA","2001","Role-Playing","Ubisoft",1400000,5e+05,0,0,190000,81,16,8.8,16,"Capcom","E"
"7738","UFC Personal Trainer: The Ultimate Fitness System","PS3","2011","Sports","THQ",8e+05,8e+05,0,3e+05,190000,65,8,2.4,5,"THQ","E"
"7740","Conan","X360","2007","Action","THQ",1600000,2e+05,0,1e+05,190000,69,49,7.3,67,"Nihilistic","M"
"7747","No More Heroes: Heroes' Paradise","PS3","2010","Action","Konami Digital Entertainment",1e+06,4e+05,4e+05,2e+05,190000,72,38,7.3,38,"FeelPlus","M"
"7751","Captain America: Super Soldier","PS3","2011","Action","Sega",1e+06,6e+05,0,3e+05,190000,61,34,7.3,40,"Next Level Games","T"
"7753","Manhunt","XB","2004","Action","Take-Two Interactive",1400000,4e+05,0,1e+05,190000,74,37,7.9,19,"Rockstar North","M"
"7754","NCAA Final Four 2003","PS2","2002","Sports","Sony Computer Entertainment",9e+05,7e+05,0,2e+05,190000,57,16,6,4,"989 Sports","E"
"7755","Dynasty Warriors: Gundam 2","X360","2008","Action","Namco Bandai Games",7e+05,3e+05,8e+05,1e+05,190000,49,30,7,18,"Omega Force","T"
"7759","Spectrobes: Origins","Wii","2009","Role-Playing","Disney Interactive Studios",1600000,2e+05,0,1e+05,190000,71,22,8.4,16,"Genki","E10+"
"7765","DanceMasters","X360","2010","Misc","Konami Digital Entertainment",1500000,2e+05,2e+05,1e+05,190000,63,30,5.9,7,"GCP1","E10+"
"7766","Breath of Fire: Dragon Quarter","PS2","2002","Role-Playing","Capcom",9e+05,7e+05,0,2e+05,190000,78,28,6.9,35,"Capcom","T"
"7769","Shiren the Wanderer","Wii","2008","Role-Playing","Sega",8e+05,0,1100000,1e+05,190000,71,21,7.6,5,"ChunSoft","T"
"7773","LEGO Marvel's Avengers","3DS","2016","Action","Warner Bros. Interactive Entertainment",7e+05,9e+05,1e+05,1e+05,190000,60,4,7.1,15,"TT Games","E10+"
"7775","Spore Hero Arena","DS","2009","Simulation","Electronic Arts",1800000,0,0,1e+05,190000,49,11,2.6,8,"Full Fat","E"
"7776","Disney's Magical Mirror Starring Mickey Mouse","GC","2002","Adventure","Nintendo",1500000,4e+05,0,1e+05,190000,50,9,8.9,10,"Capcom","E"
"7777","Enchanted Arms","X360","2006","Role-Playing","Ubisoft",1600000,2e+05,0,2e+05,190000,69,54,6.9,60,"From Software","T"
"7779","Conflict: Denied Ops","X360","2008","Shooter","Eidos Interactive",8e+05,9e+05,0,2e+05,190000,52,35,4.9,22,"Pivotal Games","M"
"7784","Mace Griffin: Bounty Hunter","PS2","2003","Shooter","Electronic Arts",9e+05,7e+05,0,2e+05,190000,62,19,8.3,7,"Warthog","M"
"7786","Legacy of Kain: Defiance","XB","2003","Action","Eidos Interactive",1400000,4e+05,0,1e+05,190000,74,30,7.9,21,"Crystal Dynamics","M"
"7787","Final Fantasy XI","X360","2006","Role-Playing","Square Enix",1700000,1e+05,0,1e+05,190000,66,25,6.5,33,"Square Enix","T"
"7791","Peter Jackson's King Kong: The Official Game of the Movie","PSP","2005","Action","Ubisoft",1600000,1e+05,0,2e+05,190000,56,10,6.4,22,"Phoenix Games Studio","T"
"7793","Aliens versus Predator: Extinction","PS2","2003","Strategy","Electronic Arts",9e+05,7e+05,0,2e+05,190000,66,17,8.4,30,"Zono Inc.","T"
"7794","Shrek: Forever After","PS3","2010","Platform","Activision",1600000,2e+05,0,2e+05,190000,57,11,4.5,6,"Xpec","E10+"
"7798","X-Men Origins: Wolverine","PSP","2009","Action","Activision",1300000,3e+05,0,3e+05,190000,60,6,7.5,12,"Griptonite Games","T"
"7801","NHL Hitz Pro","PS2","2003","Sports","Midway Games",9e+05,7e+05,0,2e+05,190000,79,23,8.9,13,"Next Level Games","E"
"7806","Space Invaders Extreme 2","DS","2009","Shooter","Square Enix",1700000,1e+05,0,1e+05,190000,82,38,7.1,8,"Taito Corporation","E"
"7807","Need for Speed: The Run","3DS","2011","Action","Electronic Arts",9e+05,9e+05,0,2e+05,190000,65,9,6,26,"Firebrand Games","E10+"
"7810","Quantum Theory","PS3","2010","Shooter","Tecmo Koei",5e+05,9e+05,2e+05,3e+05,190000,43,34,5.3,21,"Tecmo","M"
"7811","Dawn of Discovery","Wii","2009","Simulation","Ubisoft",1200000,6e+05,0,2e+05,190000,81,24,8.5,15,"Keen Games","E10+"
"7812","Guitar Hero Live","WiiU","2015","Misc","Activision",1200000,5e+05,0,2e+05,190000,84,4,6.1,36,"Activision, FreeStyleGames","T"
"7818","Frequency","PS2","2001","Misc","Sony Computer Entertainment",9e+05,7e+05,0,2e+05,190000,83,26,9,29,"Harmonix Music Systems","E"
"7821","Dynasty Warriors 8: Empires","PS4","2014","Action","Tecmo Koei",6e+05,7e+05,3e+05,3e+05,190000,63,30,7.5,42,"Omega Force","T"
"7822","2002 FIFA World Cup","XB","2002","Sports","Electronic Arts",1400000,4e+05,0,1e+05,190000,79,17,9,4,"Software Creations","E"
"7823","SpongeBob SquigglePants 3D","3DS","2011","Misc","THQ",1300000,5e+05,0,2e+05,190000,64,8,6,8,"WayForward","E"
"7826","Sudeki","XB","2004","Role-Playing","Microsoft Game Studios",1400000,4e+05,0,1e+05,190000,72,75,8.4,49,"Climax Group","M"
"7827","Majin and the Forsaken Kingdom","X360","2010","Adventure","Namco Bandai Games",1400000,3e+05,0,1e+05,190000,74,46,8.1,24,"Game Republic","T"
"7828","Silent Hill HD Collection","X360","2012","Action","Konami Digital Entertainment",1100000,6e+05,1e+05,2e+05,190000,69,17,5.6,98,"Konami","M"
"7829","Arc Rise Fantasia","Wii","2009","Role-Playing","Marvelous Interactive",1200000,0,6e+05,1e+05,190000,64,26,7.8,43,"Image Epoch, Imageepoch","T"
"7842","Teenage Mutant Ninja Turtles 2: Battle Nexus","GC","2004","Action","Konami Digital Entertainment",1500000,4e+05,0,1e+05,190000,49,16,4.6,7,"Konami","T"
"7844","MLB 12: The Show","PSV","2012","Sports","Sony Computer Entertainment",1700000,0,0,2e+05,190000,76,15,7.8,42,"SCEA San Diego Studios","E"
"7849","NBA 2K11","PC","2010","Action","Take-Two Interactive",1800000,0,0,1e+05,190000,82,6,8.6,37,"Visual Concepts","E"
"7852","WWE All Stars","Wii","2011","Fighting","THQ",1e+06,7e+05,0,2e+05,190000,68,11,7,8,"THQ","T"
"7853","Naruto: Ninja Destiny","DS","2006","Fighting","Namco Bandai Games",2e+05,1e+05,1600000,0,190000,61,22,4.4,10,"Takara Tomy","T"
"7854","FaceBreaker","X360","2008","Fighting","Electronic Arts",1500000,2e+05,0,2e+05,190000,54,57,6.3,19,"EA Canada","T"
"7856","Spider-Man: Shattered Dimensions","DS","2010","Action","Activision",1700000,1e+05,0,1e+05,190000,73,13,7,6,"Griptonite Games","E10+"
"7857","Lunar Legend","GBA","2002","Role-Playing","Media Rings",1400000,5e+05,0,0,190000,79,20,7.8,8,"Magic Rings","E"
"7858","Conflict: Global Terror","PS2","2005","Shooter","Eidos Interactive",9e+05,7e+05,0,2e+05,190000,62,15,8.5,10,"Pivotal Games","M"
"7859","Dante's Inferno","PSP","2010","Action","Electronic Arts",1200000,3e+05,1e+05,2e+05,190000,70,14,8.1,46,"Artificial Mind and Movement, EA Redwood Shores","M"
"7861","Injustice: Gods Among Us","WiiU","2013","Fighting","Warner Bros. Interactive Entertainment",9e+05,8e+05,0,2e+05,190000,82,5,7.9,112,"NetherRealm Studios","T"
"7864","Tomb Raider: Underworld","DS","2008","Action","Eidos Interactive",1500000,2e+05,0,1e+05,190000,70,9,8.4,10,"Santa Cruz Games","T"
"7865","Death Jr.","PSP","2005","Platform","Konami Digital Entertainment",1700000,0,0,1e+05,190000,61,40,7.3,21,"Backbone Entertainment","T"
"7866","Hulk","GC","2003","Action","Universal Interactive",1500000,4e+05,0,1e+05,190000,71,26,7.4,7,"Radical Entertainment","T"
"7869","Phantasy Star Universe","PS2","2006","Role-Playing","Sega",0,0,1900000,0,190000,68,18,8.5,23,"Sonic Team","T"
"7870","Gungrave","PS2","2002","Shooter","Activision",9e+05,7e+05,0,2e+05,190000,65,28,8.6,16,"Seta Corporation","M"
"7872","Transworld Surf","PS2","2002","Sports","Atari",9e+05,7e+05,0,2e+05,190000,76,15,8.5,6,"Rockstar San Diego","T"
"7873","Tenchu: Fatal Shadows","PS2","2004","Action","Sega",9e+05,7e+05,0,2e+05,190000,58,33,8,24,"K2 LLC","M"
"7874","50 Cent: Blood on the Sand","PS3","2009","Shooter","THQ",1e+06,6e+05,1e+05,3e+05,190000,72,37,7.2,57,"Swordfish Studios","M"
"7878","Resident Evil: Revelations","WiiU","2013","Action","Capcom",7e+05,7e+05,3e+05,1e+05,190000,80,19,7.5,146,"Capcom","M"
"7881","The Legend of Spyro: A New Beginning","GC","2006","Platform","Vivendi Games",1500000,4e+05,0,1e+05,190000,67,13,7.3,11,"Krome Studios","E10+"
"7885","Armored Core: For Answer","PS3","2008","Simulation","Ubisoft",6e+05,2e+05,1e+06,1e+05,190000,62,22,7.6,31,"From Software","T"
"7891","Harry Potter and the Prisoner of Azkaban","XB","2004","Action","Electronic Arts",1400000,4e+05,0,1e+05,190000,67,23,8.8,10,"EA Games","E"
"7897","Street Fighter X Tekken","PSV","2012","Fighting","Capcom",1e+06,4e+05,1e+05,3e+05,190000,79,25,7.5,66,"Capcom","T"
"7899","The Legend of Heroes: Trails of Cold Steel II","PSV","2014","Role-Playing","Nippon Ichi Software",2e+05,2e+05,1300000,1e+05,190000,80,23,7.3,73,"Falcom","T"
"7905","Rise of the Kasai","PS2","2005","Action","Sony Computer Entertainment",9e+05,7e+05,0,2e+05,190000,68,37,8,5,"BottleRocket Entertainment","M"
"7908","Singstar: Ultimate Party","PS4","2014","Misc","Sony Computer Entertainment Europe",0,1600000,0,3e+05,190000,47,19,4.1,18,"SCEE",""
"7910","Risen","X360","2009","Role-Playing","Deep Silver",7e+05,1100000,0,1e+05,190000,60,37,6.4,77,"Piranha Bytes","M"
"7911","Nostalgia","DS","2008","Role-Playing","Tecmo Koei",1600000,0,2e+05,1e+05,190000,72,36,7.6,19,"Matrix Software","E10+"
"7912","Dynasty Warriors Gundam","X360","2007","Action","Namco Bandai Games",1500000,1e+05,2e+05,1e+05,190000,55,34,6.8,20,"Koei, Omega Force","T"
"7913","Chibi-Robo! Park Patrol","DS","2007","Adventure","Unknown",0,0,1900000,0,190000,78,14,7.5,13,"Skip Ltd.","E"
"7919","One Piece: Unlimited Adventure","Wii","2007","Adventure","Namco Bandai Games",7e+05,0,1100000,1e+05,190000,67,17,8.5,32,"Ganbarion","T"
"7920","Shaun White Skateboarding","PS3","2010","Sports","Ubisoft",1100000,5e+05,0,3e+05,190000,61,26,6.5,8,"Ubisoft Montreal","T"
"7923","Conflict: Denied Ops","PS3","2008","Shooter","Eidos Interactive",5e+05,1e+06,0,3e+05,190000,51,28,3.1,25,"Pivotal Games","M"
"7935","Ice Age: Dawn of the Dinosaurs","PS3","2009","Action","Activision",1300000,3e+05,0,2e+05,190000,67,23,7.3,7,"Activision","E10+"
"7938","Robin Hood: Defender of the Crown","PS2","2003","Strategy","Capcom",9e+05,7e+05,0,2e+05,190000,59,18,5.6,5,"Cinemaware","T"
"7942","R-Type Final","PS2","2003","Shooter","Metro 3D",9e+05,7e+05,0,2e+05,190000,79,50,9.1,21,"Irem","E"
"7944","Bolt","PS3","2008","Adventure","Disney Interactive Studios",1200000,4e+05,0,2e+05,190000,59,11,6.8,6,"Avalanche Software","E10+"
"7948","Sega GT 2002","XB","2002","Racing","Sega",1200000,3e+05,3e+05,1e+05,190000,82,24,8.2,24,"Wow Entertainment","E"
"7949","F1 2011","PC","2011","Racing","Codemasters",0,1500000,0,4e+05,190000,83,10,7.2,83,"Codemasters","E"
"7951","Ty the Tasmanian Tiger 3: Night of the Quinkan","PS2","2005","Action","Activision",9e+05,7e+05,0,2e+05,190000,68,13,8.1,15,"Krome Studios","E10+"
"7953","Samurai Warriors 2: Empires","PS2","2006","Action","Tecmo Koei",0,0,1900000,0,190000,55,20,7.3,7,"Omega Force","T"
"7954","Blood Omen 2","XB","2002","Action","Eidos Interactive",1400000,4e+05,0,1e+05,190000,76,22,9,9,"Crystal Dynamics","M"
"7955","Earth Defense Force: Insect Armageddon","X360","2011","Shooter","D3Publisher",1e+06,4e+05,3e+05,1e+05,190000,68,40,8.2,45,"Vicious Cycle","T"
"7956","Major League Baseball 2K10","PS3","2010","Sports","Take-Two Interactive",1700000,0,0,1e+05,190000,74,19,5.3,4,"Visual Concepts","E"
"7959","Harry Potter: Quidditch World Cup","XB","2003","Sports","Electronic Arts",1400000,4e+05,0,1e+05,190000,69,14,7.5,4,"Electronic Arts","E"
"7960","Dance Central: Spotlight","XOne","2014","Misc","Microsoft Game Studios",1500000,3e+05,0,0,190000,74,19,7,47,"Harmonix Music Systems","T"
"7962","Warriors: Legends of Troy","PS3","2011","Action","Tecmo Koei",6e+05,4e+05,7e+05,2e+05,190000,44,22,7,24,"Tecmo Koei Canada","M"
"7963","La Pucelle: Tactics","PS2","2002","Role-Playing","Tecmo Koei",9e+05,7e+05,0,2e+05,190000,79,47,8.5,15,"Nippon Ichi Software","T"
"7965","NBA Ballers: Chosen One","X360","2008","Sports","Midway Games",1700000,0,0,1e+05,190000,55,42,4.2,15,"Midway","E"
"7966","Tiger Woods PGA Tour 07","XB","2006","Sports","Electronic Arts",1300000,5e+05,0,1e+05,190000,81,21,6.8,6,"EA Redwood Shores","E"
"7967","Disney's Meet the Robinsons","Wii","2007","Action","Disney Interactive Studios",1700000,0,0,1e+05,190000,62,11,6.3,4,"Buena Vista Games","E10+"
"7968","Sword Art Online: Hollow Realization","PS4","2016","Role-Playing","Namco Bandai Games",6e+05,2e+05,1e+06,2e+05,190000,69,32,7.7,52,"Bandai Namco Games","T"
"7972","SBK X: Superbike World Championship","X360","2010","Racing","Black Bean Games",1e+06,7e+05,0,2e+05,190000,74,13,8.3,8,"Milestone S.r.l","E10+"
"7973","Rango: The Video Game","PS3","2011","Action","Electronic Arts",7e+05,9e+05,0,3e+05,190000,65,23,6.4,7,"Behaviour Interactive","E10+"
"7974","EverQuest Online Adventures: Frontiers","PS2","2003","Role-Playing","Sony Online Entertainment",9e+05,7e+05,0,2e+05,190000,77,16,8.5,17,"Sony Online Entertainment","T"
"7976","Fairy Fencer F","PS3","2013","Role-Playing","Nippon Ichi Software",5e+05,3e+05,9e+05,2e+05,190000,65,31,7.4,50,"Compile Heart","T"
"7977","Shadows of the Damned","X360","2011","Action","Electronic Arts",1e+06,6e+05,1e+05,2e+05,190000,76,76,8.4,139,"Grasshopper Manufacture","M"
"7979","Phantasy Star Online Ver. 2","DC","2001","Role-Playing","Sega",0,0,1900000,0,190000,80,10,8.9,18,"Sonic Team","T"
"7983","Fight Club","PS2","2004","Fighting","Vivendi Games",9e+05,7e+05,0,2e+05,180000,36,28,4.4,22,"Genuine Games","M"
"7984","Samurai Warriors: State of War","PSP","2005","Action","Tecmo Koei",7e+05,0,1100000,1e+05,180000,64,30,6.4,8,"Omega Force","T"
"7986","Dragon Blade: Wrath of Fire","Wii","2007","Action","D3Publisher",1700000,0,0,1e+05,180000,51,19,7.5,17,"D3Publisher","T"
"7992","The Munchables","Wii","2009","Action","Namco Bandai Games",1700000,0,0,1e+05,180000,71,33,8.2,5,"Now Production","E"
"7996","Close Combat: First to Fight","XB","2005","Shooter","Take-Two Interactive",1400000,4e+05,0,1e+05,180000,69,46,7.8,10,"Destineer","T"
"7997","Indiana Jones and the Emperor's Tomb","XB","2003","Action","LucasArts",1400000,4e+05,0,1e+05,180000,73,43,8.6,17,"Double Helix Games","T"
"7998","Buffy the Vampire Slayer: Chaos Bleeds","PS2","2003","Action","Vivendi Games",9e+05,7e+05,0,2e+05,180000,72,27,8.9,47,"Eurocom Entertainment Software","T"
"8002","Ty the Tasmanian Tiger","XB","2002","Platform","Electronic Arts",1400000,4e+05,0,1e+05,180000,68,13,8.5,11,"Krome Studios","E"
"8007","Heavy Fire: Afghanistan","PS3","2011","Shooter","Unknown",1700000,0,0,2e+05,180000,39,5,3.3,16,"Teyon","T"
"8008","Siren","PS2","2003","Adventure","Sony Computer Entertainment",9e+05,7e+05,0,2e+05,180000,72,48,7.8,41,"SCE Japan Studio","M"
"8009","NARC","XB","2005","Shooter","Midway Games",1400000,4e+05,0,1e+05,180000,51,27,2.8,6,"Point of View","M"
"8014","Shape Up","XOne","2014","Misc","Ubisoft",8e+05,9e+05,0,1e+05,180000,58,6,8.3,28,"Ubisoft Montreal","E"
"8028","Amplitude","PS2","2003","Misc","Sony Computer Entertainment",9e+05,7e+05,0,2e+05,180000,86,35,8.8,26,"Harmonix Music Systems","T"
"8029","Disgaea DS","DS","2008","Role-Playing","Square Enix",1100000,1e+05,5e+05,1e+05,180000,82,32,7.5,35,"Nippon Ichi Software","T"
"8030","Gauntlet: Seven Sorrows","XB","2005","Role-Playing","Midway Games",1400000,4e+05,0,1e+05,180000,61,36,7.8,4,"Midway","T"
"8031","AirForce Delta Storm","XB","2001","Shooter","Konami Digital Entertainment",1400000,4e+05,0,1e+05,180000,61,21,7.1,7,"KCE Studios","E"
"8034","Fear Effect 2: Retro Helix","PS","2001","Action","Eidos Interactive",1e+06,7e+05,0,1e+05,180000,84,15,8.9,17,"Kronos Digital Entertainment","M"
"8037","Atelier Shallie: Alchemists of the Dusk Sea","PS3","2014","Role-Playing","Tecmo Koei",6e+05,2e+05,8e+05,2e+05,180000,76,26,7.7,44,"Gust","E10+"
"8040","CSI: Fatal Conspiracy","PS3","2010","Adventure","Ubisoft",1100000,5e+05,0,2e+05,180000,39,5,5.6,13,"Telltale Games","M"
